City,Area,PropertyType,Size,Bedrooms,Bathrooms,YearBuilt,Age,AmenitiesCount,Price
Bangalore,HSR Layout,Apartment,1494,2,1,2018,6,6,15211387
Mumbai,Juhu,Apartment,1880,2,2,2020,4,6,68035433
Pune,Kothrud,Penthouse,1768,1,1,2020,4,3,14654265
Pune,Baner,Apartment,2281,3,3,2010,14,3,15404611
Mumbai,Powai,Independent House,2472,3,3,2022,2,3,99170151
Chennai,Anna Nagar,Apartment,971,4,3,2022,2,5,8259492
Bangalore,Marathahalli,Apartment,1470,1,1,2017,7,0,12116006
Delhi,Dwarka,Apartment,1807,3,3,2018,6,3,17874061
Chennai,OMR,Penthouse,1284,3,2,2021,3,5,13820189
Pune,Kothrud,Villa,2686,1,1,2013,11,8,26387514
Chennai,T. Nagar,Studio,771,1,1,2023,1,3,5985943
Delhi,Lajpat Nagar,Apartment,2045,1,1,2023,1,1,28490822
Bangalore,Electronic City,Apartment,1438,3,2,2011,13,1,10686554
Mumbai,Lower Parel,Apartment,1032,5,5,2020,4,7,34731562
Bangalore,HSR Layout,Apartment,2282,3,3,2022,2,7,20216570
Pune,Hinjewadi,Independent House,1129,3,2,2021,3,2,7905784
Hyderabad,Kondapur,Builder Floor,2868,1,1,2013,11,1,21401245
Chennai,Koyambedu,Independent House,2505,2,1,2023,1,3,23723011
Bangalore,Yelahanka,Apartment,1206,5,4,2018,6,1,12543912
Pune,Hinjewadi,Studio,702,1,1,2023,1,4,4628023
Chennai,T. Nagar,Builder Floor,1327,4,4,2012,12,5,10427638
Delhi,Vasant Kunj,Apartment,1107,2,1,2010,14,2,11531268
Mumbai,Powai,Apartment,2058,4,3,2014,10,8,71265587
Bangalore,Indiranagar,Builder Floor,2893,5,5,2016,8,1,30414896
Bangalore,Whitefield,Builder Floor,1590,2,2,2013,11,0,12651529
Hyderabad,Banjara Hills,Studio,571,1,1,2016,8,7,3745675
Bangalore,HSR Layout,Builder Floor,1168,3,2,2021,3,0,10902629
Delhi,Lajpat Nagar,Penthouse,2349,3,2,2023,1,3,32869908
Delhi,Dwarka,Penthouse,2879,2,1,2010,14,2,27111578
Mumbai,Lower Parel,Penthouse,2055,2,1,2022,2,5,64261764
Pune,Hinjewadi,Apartment,2457,5,5,2018,6,2,18124096
Delhi,Lajpat Nagar,Studio,685,1,1,2023,1,3,8680035
Hyderabad,Kondapur,Studio,563,1,1,2014,10,5,4057029
Chennai,Velachery,Studio,642,1,1,2017,7,3,4833290
Bangalore,Indiranagar,Independent House,2443,2,2,2016,8,1,25625229
Bangalore,Electronic City,Apartment,859,1,1,2018,6,7,7825839
Bangalore,Whitefield,Builder Floor,2068,2,1,2010,14,5,15081140
Mumbai,Bandra,Apartment,2494,4,4,2021,3,0,88763288
Pune,Baner,Independent House,2209,2,2,2021,3,6,17419784
Delhi,Rohini,Penthouse,1883,1,1,2013,11,6,18090951
Mumbai,Andheri West,Builder Floor,2484,5,5,2016,8,2,72947432
Mumbai,Bandra,Penthouse,1677,1,1,2016,8,3,56792967
Delhi,Dwarka,Builder Floor,2871,1,1,2018,6,5,29374036
Mumbai,Andheri West,Villa,2464,2,2,2011,13,0,105037040
Mumbai,Juhu,Apartment,923,3,2,2013,11,7,33781904
Pune,Magarpatta,Penthouse,1090,3,3,2013,11,8,9487741
Delhi,Saket,Apartment,2256,2,2,2019,5,8,27462987
Pune,Hinjewadi,Penthouse,1865,4,4,2021,3,4,14944791
Mumbai,Worli,Studio,741,1,1,2018,6,3,24901099
Hyderabad,Hitech City,Studio,451,1,1,2013,11,1,2893782
Chennai,Anna Nagar,Studio,470,1,1,2012,12,3,3494408
Hyderabad,Kondapur,Independent House,1923,3,2,2014,10,8,15500908
Pune,Viman Nagar,Builder Floor,2281,4,4,2013,11,2,17329286
Pune,Hinjewadi,Studio,767,1,1,2022,2,8,5355741
Pune,Baner,Apartment,1609,3,3,2019,5,1,13767973
Chennai,Adyar,Builder Floor,2129,3,2,2017,7,5,16130573
Hyderabad,Banjara Hills,Apartment,1504,2,1,2020,4,8,11762064
Pune,Viman Nagar,Studio,585,1,1,2011,13,1,4267568
Pune,Baner,Independent House,1870,3,3,2012,12,2,12942790
Mumbai,Powai,Penthouse,2964,1,1,2011,13,6,93843855
Mumbai,Bandra,Studio,701,1,1,2013,11,2,18456296
Pune,Magarpatta,Independent House,1273,3,3,2020,4,0,10837411
Bangalore,Koramangala,Penthouse,2674,3,3,2019,5,8,23696045
Pune,Hinjewadi,Penthouse,2351,2,2,2019,5,3,18046084
Delhi,Saket,Penthouse,2955,5,4,2015,9,5,35985664
Delhi,Saket,Independent House,2709,2,2,2020,4,4,28682339
Hyderabad,Jubilee Hills,Studio,609,1,1,2018,6,8,4897577
Mumbai,Juhu,Penthouse,1137,2,2,2014,10,0,39618312
Bangalore,Indiranagar,Apartment,964,3,2,2023,1,2,10142525
Hyderabad,Hitech City,Apartment,2485,3,3,2016,8,3,17953652
Delhi,Greater Kailash,Apartment,1278,3,2,2012,12,0,16377177
Delhi,Rohini,Apartment,1844,2,2,2013,11,5,19348184
Pune,Kothrud,Apartment,2337,3,3,2014,10,1,17008894
Mumbai,Goregaon,Independent House,1779,4,3,2021,3,2,71246619
Chennai,Velachery,Apartment,1655,1,1,2020,4,5,13510479
Hyderabad,Gachibowli,Studio,754,1,1,2020,4,1,4836625
Bangalore,HSR Layout,Studio,735,1,1,2019,5,4,6878322
Bangalore,Indiranagar,Independent House,1209,2,2,2022,2,4,12087085
Chennai,OMR,Studio,564,1,1,2013,11,0,4550057
Chennai,Medavakkam,Apartment,2114,2,2,2013,11,4,18352662
Hyderabad,Banjara Hills,Penthouse,2086,3,2,2015,9,0,15938508
Hyderabad,Kondapur,Independent House,2259,2,2,2010,14,2,14813621
Chennai,Velachery,Builder Floor,2898,3,2,2014,10,5,22332814
Hyderabad,Gachibowli,Penthouse,2184,3,2,2010,14,8,13190748
Pune,Viman Nagar,Studio,629,1,1,2017,7,6,5146196
Bangalore,Electronic City,Villa,4443,1,1,2022,2,5,52906954
Pune,Viman Nagar,Villa,2959,2,1,2020,4,4,33185711
Pune,Kothrud,Villa,2007,3,2,2018,6,0,23889713
Chennai,OMR,Builder Floor,2371,2,1,2010,14,3,19522964
Bangalore,Electronic City,Villa,3966,2,2,2014,10,8,42573191
Delhi,Rohini,Penthouse,2139,1,1,2022,2,1,23409073
Chennai,T. Nagar,Penthouse,2677,2,1,2012,12,5,19537525
Pune,Viman Nagar,Penthouse,1316,4,3,2012,12,3,9734220
Bangalore,Whitefield,Independent House,1103,1,1,2020,4,7,9836698
Hyderabad,Jubilee Hills,Penthouse,1740,2,2,2011,13,5,14068926
Delhi,Greater Kailash,Builder Floor,1522,3,3,2023,1,5,19364407
Chennai,Koyambedu,Builder Floor,2513,2,1,2022,2,1,24842613
Delhi,Dwarka,Villa,3750,3,2,2011,13,3,52616718
Bangalore,Marathahalli,Studio,612,1,1,2014,10,2,4359263
Hyderabad,Hitech City,Penthouse,1976,3,2,2022,2,1,13837211
Hyderabad,Kondapur,Independent House,1904,4,4,2016,8,8,14428219
Mumbai,Goregaon,Penthouse,1835,2,1,2012,12,6,68515622
Hyderabad,Madhapur,Builder Floor,2644,4,4,2022,2,1,24820880
Pune,Baner,Villa,4291,3,3,2010,14,5,39240473
Mumbai,Worli,Builder Floor,1593,3,2,2022,2,0,56842570
Chennai,Koyambedu,Penthouse,1369,2,2,2014,10,7,11861606
Pune,Viman Nagar,Studio,640,1,1,2019,5,5,5622051
Bangalore,Indiranagar,Studio,526,1,1,2022,2,0,5260258
Chennai,Velachery,Penthouse,2186,3,2,2010,14,5,15445263
Mumbai,Goregaon,Studio,569,1,1,2016,8,5,18089191
Hyderabad,Jubilee Hills,Studio,521,1,1,2014,10,7,3556906
Chennai,Anna Nagar,Independent House,2817,3,3,2019,5,7,20252019
Mumbai,Juhu,Villa,4410,1,1,2017,7,0,236558343
Bangalore,Marathahalli,Apartment,1329,3,3,2018,6,0,12633987
Hyderabad,Madhapur,Builder Floor,2925,3,2,2016,8,0,25536828
Bangalore,Indiranagar,Apartment,1114,3,2,2013,11,8,10996620
Bangalore,Electronic City,Penthouse,1633,2,1,2015,9,2,14158616
Delhi,Rohini,Studio,738,1,1,2020,4,5,7596076
Mumbai,Worli,Studio,548,1,1,2013,11,3,16355892
Pune,Kothrud,Builder Floor,1386,1,1,2019,5,4,11665243
Chennai,Medavakkam,Studio,609,1,1,2020,4,2,5587542
Pune,Wakad,Studio,637,1,1,2010,14,5,4270187
Bangalore,Whitefield,Independent House,2569,1,1,2018,6,0,21952934
Pune,Wakad,Builder Floor,1000,2,2,2020,4,4,8374060
Bangalore,HSR Layout,Studio,610,1,1,2022,2,2,5703380
Chennai,OMR,Independent House,1887,5,4,2014,10,6,16803561
Delhi,Lajpat Nagar,Studio,719,1,1,2022,2,0,8234758
Pune,Hinjewadi,Penthouse,1410,4,3,2018,6,2,9907521
Mumbai,Worli,Villa,2362,3,2,2018,6,0,110076356
Hyderabad,Banjara Hills,Independent House,2062,4,3,2021,3,2,15950704
Pune,Baner,Villa,4453,2,2,2023,1,6,51545515
Bangalore,Yelahanka,Studio,793,1,1,2017,7,5,7814122
Hyderabad,Gachibowli,Studio,453,1,1,2015,9,3,2771896
Bangalore,Indiranagar,Apartment,2051,3,3,2016,8,8,18401696
Mumbai,Powai,Apartment,1580,1,1,2010,14,0,49723857
Mumbai,Goregaon,Penthouse,2259,3,3,2022,2,3,90055320
Mumbai,Powai,Villa,4145,3,2,2016,8,3,219312760
Chennai,Adyar,Studio,407,1,1,2010,14,3,2518626
Bangalore,Yelahanka,Studio,500,1,1,2018,6,0,4970866
Bangalore,Indiranagar,Apartment,2447,3,2,2015,9,4,24498560
Delhi,Saket,Builder Floor,1344,2,1,2020,4,8,15782775
Pune,Hinjewadi,Villa,2829,2,2,2016,8,4,28074934
Mumbai,Worli,Villa,4548,3,3,2017,7,1,206403980
Bangalore,Koramangala,Independent House,2785,4,4,2019,5,5,25870442
Bangalore,Marathahalli,Apartment,1514,2,2,2022,2,7,14416807
Pune,Viman Nagar,Apartment,2368,1,1,2014,10,4,18356281
Hyderabad,Jubilee Hills,Penthouse,1399,3,3,2023,1,3,10691893
Delhi,Vasant Kunj,Independent House,2467,2,1,2017,7,8,27203302
Hyderabad,Hitech City,Studio,785,1,1,2017,7,4,4852409
Bangalore,Electronic City,Apartment,1488,2,1,2023,1,5,12616575
Mumbai,Powai,Builder Floor,1711,3,3,2016,8,2,63327431
Hyderabad,Madhapur,Studio,640,1,1,2018,6,1,4599712
Bangalore,Electronic City,Apartment,1910,3,2,2017,7,2,16029969
Delhi,Vasant Kunj,Builder Floor,2861,2,1,2013,11,5,32144062
Hyderabad,Banjara Hills,Builder Floor,2530,3,2,2019,5,0,19984333
Pune,Magarpatta,Penthouse,1421,5,5,2017,7,7,12706956
Pune,Magarpatta,Penthouse,2406,3,3,2019,5,4,22640960
Chennai,Medavakkam,Independent House,2568,2,2,2023,1,2,25689648
Bangalore,Marathahalli,Villa,2000,3,3,2022,2,6,25190950
Delhi,Lajpat Nagar,Penthouse,2782,3,2,2023,1,8,40312308
Delhi,Lajpat Nagar,Villa,4703,2,2,2021,3,6,90687675
Delhi,Greater Kailash,Apartment,822,1,1,2019,5,6,10435061
Delhi,Lajpat Nagar,Villa,2279,4,4,2020,4,4,43929098
Pune,Viman Nagar,Apartment,1515,1,1,2016,8,4,12276060
Bangalore,Whitefield,Builder Floor,2591,4,3,2015,9,3,19852876
Chennai,Velachery,Villa,4943,4,3,2016,8,5,60914587
Chennai,Koyambedu,Independent House,2277,1,1,2019,5,5,21139162
Mumbai,Juhu,Villa,3635,1,1,2013,11,4,182373743
Delhi,Lajpat Nagar,Villa,2966,3,3,2023,1,4,59381351
Mumbai,Bandra,Studio,667,1,1,2013,11,2,20109445
Mumbai,Andheri West,Independent House,1589,4,3,2022,2,0,58079676
Chennai,OMR,Apartment,1466,2,2,2010,14,5,13310736
Hyderabad,Madhapur,Apartment,2494,1,1,2023,1,5,23199734
Pune,Kothrud,Penthouse,1963,4,3,2021,3,0,16643146
Hyderabad,Gachibowli,Builder Floor,2859,4,3,2014,10,8,17117238
Pune,Hinjewadi,Studio,738,1,1,2017,7,1,4755807
Hyderabad,Gachibowli,Apartment,1984,2,2,2017,7,3,13879268
Pune,Baner,Villa,3965,2,2,2016,8,1,42907126
Pune,Baner,Builder Floor,2287,4,4,2021,3,0,17153028
Bangalore,Yelahanka,Builder Floor,2538,2,1,2014,10,0,27136018
Bangalore,Marathahalli,Studio,780,1,1,2012,12,0,5232131
Bangalore,HSR Layout,Apartment,1576,2,1,2012,12,3,14414401
Hyderabad,Gachibowli,Independent House,1632,3,3,2022,2,8,10567281
Pune,Hinjewadi,Studio,434,1,1,2017,7,2,2876631
Delhi,Rohini,Villa,3502,1,1,2015,9,5,48300809
Delhi,Rohini,Apartment,2198,2,2,2022,2,6,23677106
Chennai,T. Nagar,Villa,4972,4,4,2011,13,8,48759788
Delhi,Saket,Builder Floor,2445,3,2,2021,3,6,26827557
Mumbai,Powai,Builder Floor,1549,3,2,2023,1,5,52857068
Bangalore,Whitefield,Penthouse,2190,3,2,2014,10,7,18340428
Hyderabad,Gachibowli,Independent House,2371,4,3,2023,1,1,17809686
Mumbai,Worli,Penthouse,1133,3,2,2020,4,4,42289813
Delhi,Vasant Kunj,Apartment,927,2,1,2014,10,6,11790554
Bangalore,Whitefield,Apartment,1523,3,3,2018,6,5,11184280
Mumbai,Bandra,Studio,505,1,1,2016,8,7,15409664
Bangalore,Koramangala,Builder Floor,2578,4,3,2017,7,0,22284160
Hyderabad,Madhapur,Villa,4863,2,1,2014,10,7,57161203
Hyderabad,Banjara Hills,Studio,401,1,1,2014,10,6,2521413
Hyderabad,Jubilee Hills,Apartment,1438,2,1,2017,7,5,10603645
Chennai,T. Nagar,Apartment,1702,1,1,2023,1,0,13034132
Bangalore,Electronic City,Builder Floor,1164,2,2,2013,11,4,9722911
Hyderabad,Banjara Hills,Villa,2982,1,1,2011,13,7,26604604
Bangalore,Koramangala,Apartment,2258,2,1,2014,10,4,19643384
Chennai,Porur,Independent House,1041,2,1,2012,12,1,9939195
Mumbai,Powai,Penthouse,2387,4,3,2011,13,3,76326182
Chennai,Adyar,Studio,685,1,1,2014,10,4,4301379
Delhi,Greater Kailash,Builder Floor,1710,3,2,2022,2,0,22905737
Chennai,T. Nagar,Builder Floor,2006,4,3,2023,1,7,17165750
Pune,Magarpatta,Villa,2530,3,3,2011,13,7,26335170
Hyderabad,Hitech City,Studio,759,1,1,2013,11,4,5029411
Delhi,Greater Kailash,Independent House,2352,3,2,2020,4,6,28704553
Hyderabad,Hitech City,Penthouse,1007,2,2,2016,8,4,6468894
Bangalore,Whitefield,Studio,628,1,1,2016,8,8,5229088
Bangalore,Marathahalli,Builder Floor,2080,2,2,2016,8,0,19274039
Pune,Magarpatta,Independent House,2054,3,2,2013,11,0,15924011
Pune,Baner,Independent House,2097,2,2,2020,4,0,17161781
Mumbai,Juhu,Apartment,2214,1,1,2022,2,1,82254710
Hyderabad,Hitech City,Penthouse,1904,3,2,2020,4,4,12919508
Mumbai,Bandra,Villa,4909,3,2,2017,7,2,239570562
Pune,Baner,Studio,790,1,1,2018,6,6,5645793
Chennai,Velachery,Villa,3943,3,3,2020,4,2,51768878
Bangalore,HSR Layout,Apartment,2315,2,1,2016,8,7,19885920
Bangalore,Marathahalli,Builder Floor,1972,2,2,2012,12,3,16916515
Mumbai,Goregaon,Penthouse,2089,3,3,2015,9,5,76706748
Chennai,Medavakkam,Villa,3772,3,2,2018,6,4,44446850
Bangalore,Whitefield,Apartment,2046,4,3,2015,9,3,15936252
Pune,Viman Nagar,Apartment,1956,2,1,2022,2,5,18839263
Delhi,Dwarka,Builder Floor,1915,3,3,2011,13,2,20203978
Chennai,Adyar,Independent House,1346,1,1,2019,5,2,9166042
Bangalore,Yelahanka,Apartment,962,3,3,2023,1,1,10603206
Hyderabad,Kondapur,Builder Floor,1592,3,3,2016,8,0,11333770
Bangalore,HSR Layout,Villa,3817,3,2,2014,10,7,48605843
Delhi,Rohini,Villa,3654,1,1,2017,7,8,55408269
Bangalore,Koramangala,Independent House,2063,3,3,2019,5,6,22177153
Pune,Kothrud,Villa,2534,2,1,2014,10,2,26490339
Delhi,Greater Kailash,Penthouse,1174,4,3,2014,10,4,14584506
Bangalore,Electronic City,Builder Floor,1382,2,2,2018,6,1,10754503
Hyderabad,Hitech City,Studio,620,1,1,2023,1,3,4149339
Hyderabad,Gachibowli,Independent House,2345,3,2,2023,1,1,17802169
Pune,Hinjewadi,Independent House,2706,1,1,2020,4,4,18397610
Hyderabad,Madhapur,Penthouse,2338,4,3,2010,14,1,16140836
Pune,Magarpatta,Apartment,1047,2,1,2014,10,2,8156913
Pune,Wakad,Apartment,2009,4,3,2010,14,6,13680612
Pune,Magarpatta,Penthouse,1710,2,1,2015,9,6,16183793
Bangalore,Koramangala,Studio,697,1,1,2019,5,5,6135190
Chennai,OMR,Studio,728,1,1,2015,9,8,6470415
Pune,Baner,Penthouse,1400,3,2,2017,7,3,10785074
Mumbai,Lower Parel,Penthouse,2179,2,2,2021,3,4,70175209
Delhi,Vasant Kunj,Builder Floor,1235,4,3,2010,14,4,12509815
Mumbai,Juhu,Villa,2079,4,4,2019,5,6,119323516
Delhi,Lajpat Nagar,Villa,3482,5,5,2011,13,4,54402578
Chennai,Velachery,Builder Floor,1326,3,2,2013,11,4,11176583
Delhi,Greater Kailash,Builder Floor,2172,1,1,2015,9,6,26077350
Pune,Hinjewadi,Villa,4501,2,1,2015,9,1,44903073
Mumbai,Goregaon,Studio,447,1,1,2010,14,3,13497432
Bangalore,Koramangala,Independent House,1116,1,1,2020,4,3,11554074
Hyderabad,Kondapur,Studio,638,1,1,2023,1,5,4740901
Bangalore,Marathahalli,Apartment,2204,3,3,2022,2,6,20886102
Pune,Viman Nagar,Villa,2963,2,1,2017,7,4,35257093
Hyderabad,Banjara Hills,Apartment,1888,3,3,2011,13,3,12388973
Delhi,Saket,Penthouse,2488,3,3,2022,2,2,31795643
Mumbai,Powai,Penthouse,2112,3,3,2015,9,2,78679917
Pune,Magarpatta,Apartment,2364,3,2,2011,13,1,18813840
Pune,Magarpatta,Builder Floor,1980,3,2,2016,8,3,17207797
Mumbai,Andheri West,Apartment,2112,2,1,2019,5,1,67599656
Pune,Magarpatta,Studio,670,1,1,2010,14,7,5400935
Bangalore,Marathahalli,Builder Floor,1687,4,3,2015,9,6,13937192
Bangalore,Electronic City,Penthouse,2900,3,3,2019,5,7,24859466
Delhi,Dwarka,Apartment,1003,2,1,2010,14,1,8832616
Delhi,Dwarka,Apartment,1917,2,2,2013,11,6,20673071
Hyderabad,Banjara Hills,Builder Floor,1964,3,3,2022,2,6,16431845
Pune,Hinjewadi,Independent House,2792,4,3,2020,4,7,20961356
Mumbai,Bandra,Villa,4981,2,2,2013,11,5,234242452
Bangalore,Indiranagar,Builder Floor,2750,3,2,2012,12,3,24736164
Pune,Wakad,Penthouse,1210,5,5,2016,8,3,9589300
Chennai,Medavakkam,Villa,3444,3,2,2019,5,8,46382615
Mumbai,Goregaon,Apartment,1748,3,2,2020,4,0,63718440
Bangalore,Yelahanka,Builder Floor,2832,3,3,2018,6,0,28848928
Bangalore,Yelahanka,Villa,2968,2,2,2023,1,6,46485075
Pune,Wakad,Villa,3185,3,3,2017,7,3,34334318
Bangalore,Yelahanka,Villa,3527,2,1,2023,1,8,59214409
Delhi,Lajpat Nagar,Independent House,1716,3,3,2015,9,8,22803439
Bangalore,Marathahalli,Independent House,1278,1,1,2021,3,5,12080311
Mumbai,Bandra,Builder Floor,2447,1,1,2017,7,7,87006416
Hyderabad,Gachibowli,Builder Floor,1283,4,4,2017,7,3,8055556
Pune,Magarpatta,Studio,772,1,1,2015,9,8,6476797
Mumbai,Andheri West,Independent House,1655,1,1,2019,5,8,54399914
Chennai,OMR,Studio,732,1,1,2017,7,2,5809267
Pune,Baner,Villa,4216,2,2,2011,13,3,40982533
Mumbai,Bandra,Independent House,2097,3,2,2022,2,3,65617275
Bangalore,Koramangala,Builder Floor,1470,2,2,2016,8,1,14381791
Pune,Baner,Apartment,1837,3,2,2022,2,6,15631128
Pune,Viman Nagar,Independent House,1349,3,3,2013,11,2,10898529
Delhi,Dwarka,Independent House,2963,2,2,2019,5,2,31298838
Chennai,OMR,Builder Floor,2816,2,1,2010,14,2,26033709
Delhi,Rohini,Villa,3423,2,2,2010,14,4,49709011
Mumbai,Goregaon,Independent House,2198,4,4,2014,10,4,83126496
Bangalore,Indiranagar,Builder Floor,1213,2,1,2018,6,0,11561091
Mumbai,Worli,Penthouse,1779,2,2,2019,5,5,60283507
Delhi,Lajpat Nagar,Penthouse,1820,3,3,2016,8,3,22807758
Mumbai,Powai,Independent House,1704,1,1,2014,10,3,56885535
Delhi,Vasant Kunj,Villa,4595,1,1,2010,14,2,75250054
Pune,Viman Nagar,Villa,3577,3,2,2015,9,1,41804334
Pune,Viman Nagar,Builder Floor,2281,3,3,2015,9,8,18891199
Mumbai,Powai,Studio,402,1,1,2017,7,4,13904381
Delhi,Lajpat Nagar,Studio,547,1,1,2012,12,1,6022013
Chennai,Adyar,Villa,3344,2,1,2014,10,6,32220125
Pune,Wakad,Penthouse,2740,3,3,2012,12,6,17585114
Bangalore,Whitefield,Penthouse,2296,2,1,2017,7,6,18959765
Bangalore,Electronic City,Studio,616,1,1,2023,1,8,5527660
Bangalore,Electronic City,Studio,665,1,1,2022,2,7,5519996
Bangalore,Koramangala,Apartment,1957,3,3,2016,8,2,20171758
Mumbai,Goregaon,Penthouse,2549,2,2,2014,10,1,88077914
Delhi,Greater Kailash,Builder Floor,2946,3,3,2022,2,4,38968541
Pune,Hinjewadi,Villa,4618,5,5,2021,3,0,50242355
Mumbai,Powai,Builder Floor,1532,3,3,2015,9,0,53014713
Pune,Baner,Independent House,1208,2,2,2014,10,7,9819515
Chennai,Medavakkam,Villa,4672,1,1,2022,2,5,56882608
Chennai,T. Nagar,Villa,4139,4,4,2013,11,0,47007481
Bangalore,Koramangala,Villa,2442,2,1,2015,9,3,34714182
Hyderabad,Gachibowli,Independent House,1438,2,2,2016,8,1,10204028
Mumbai,Lower Parel,Studio,789,1,1,2020,4,6,22925715
Bangalore,Yelahanka,Apartment,1559,3,2,2019,5,2,14830560
Pune,Magarpatta,Builder Floor,1751,3,3,2017,7,0,13769686
Hyderabad,Gachibowli,Studio,424,1,1,2014,10,6,2465508
Chennai,Koyambedu,Builder Floor,2666,3,3,2021,3,1,22883654
Pune,Wakad,Apartment,1200,2,1,2018,6,0,9376664
Bangalore,Yelahanka,Villa,2339,2,2,2010,14,5,34062042
Pune,Wakad,Villa,3136,4,4,2015,9,7,29793574
Hyderabad,Madhapur,Apartment,1375,2,2,2020,4,3,10694761
Bangalore,HSR Layout,Apartment,1464,4,3,2022,2,0,14454879
Chennai,Porur,Apartment,907,2,1,2016,8,3,8838044
Bangalore,Electronic City,Apartment,1126,3,2,2010,14,3,8716512
Hyderabad,Madhapur,Penthouse,2373,1,1,2022,2,7,20765051
Pune,Kothrud,Penthouse,2137,2,1,2010,14,6,15877697
Pune,Viman Nagar,Penthouse,1541,1,1,2016,8,8,13154271
Chennai,T. Nagar,Studio,596,1,1,2012,12,3,4547505
Mumbai,Worli,Villa,3435,2,2,2016,8,6,165146718
Delhi,Lajpat Nagar,Apartment,940,3,2,2021,3,6,11832513
Delhi,Greater Kailash,Independent House,2109,2,2,2014,10,0,27011541
Pune,Baner,Studio,695,1,1,2018,6,4,4888445
Hyderabad,Jubilee Hills,Builder Floor,2252,1,1,2015,9,3,16281111
Bangalore,Electronic City,Independent House,1155,3,2,2013,11,8,9683412
Hyderabad,Kondapur,Independent House,1592,2,1,2018,6,0,11238268
Hyderabad,Kondapur,Apartment,1969,4,3,2017,7,6,15621391
Hyderabad,Hitech City,Villa,2822,3,3,2022,2,6,29431311
Delhi,Lajpat Nagar,Apartment,2449,3,3,2010,14,3,28996293
Pune,Viman Nagar,Penthouse,1278,3,2,2022,2,1,11396296
Pune,Wakad,Villa,3083,2,1,2019,5,6,29919555
Pune,Kothrud,Villa,4898,1,1,2022,2,0,63676501
Chennai,T. Nagar,Studio,657,1,1,2019,5,7,4704299
Hyderabad,Jubilee Hills,Apartment,1064,3,3,2013,11,6,8392929
Bangalore,Whitefield,Builder Floor,1287,3,3,2011,13,7,9972373
Chennai,OMR,Builder Floor,2377,5,5,2021,3,6,24873644
Mumbai,Lower Parel,Penthouse,2462,5,5,2016,8,4,77767044
Delhi,Greater Kailash,Apartment,1080,3,3,2013,11,7,12811890
Delhi,Saket,Apartment,1968,3,3,2015,9,5,19958307
Bangalore,Marathahalli,Studio,755,1,1,2019,5,0,6427522
Pune,Kothrud,Independent House,2414,3,3,2022,2,3,19686189
Bangalore,Whitefield,Builder Floor,1288,2,2,2021,3,8,9955545
Pune,Magarpatta,Independent House,2350,1,1,2019,5,3,21138888
Delhi,Greater Kailash,Villa,3937,2,1,2018,6,6,72243290
Delhi,Vasant Kunj,Apartment,925,4,4,2016,8,0,10802031
Mumbai,Worli,Villa,2335,1,1,2017,7,3,112350418
Chennai,Porur,Builder Floor,1559,2,1,2015,9,0,14358399
Hyderabad,Gachibowli,Builder Floor,2083,5,5,2013,11,6,14539578
Chennai,Koyambedu,Studio,748,1,1,2021,3,6,5916026
Hyderabad,Banjara Hills,Apartment,1481,3,2,2021,3,7,12314734
Mumbai,Worli,Villa,4713,3,3,2019,5,1,213598118
Pune,Hinjewadi,Independent House,2759,3,3,2020,4,0,18447991
Delhi,Dwarka,Villa,2604,3,3,2019,5,8,36082336
Bangalore,Yelahanka,Penthouse,1304,2,1,2021,3,5,14856550
Hyderabad,Kondapur,Penthouse,1074,4,4,2017,7,6,9109771
Mumbai,Worli,Penthouse,2480,4,3,2013,11,6,77899043
Hyderabad,Madhapur,Builder Floor,1128,2,1,2016,8,2,8823391
Chennai,Medavakkam,Builder Floor,2836,3,2,2021,3,6,26663849
Chennai,Anna Nagar,Independent House,1471,1,1,2019,5,1,11582239
Delhi,Vasant Kunj,Penthouse,1668,2,2,2012,12,1,19211281
Chennai,Koyambedu,Independent House,2412,2,1,2010,14,7,21214222
Mumbai,Andheri West,Builder Floor,2244,3,2,2022,2,8,79188118
Mumbai,Bandra,Studio,540,1,1,2018,6,4,17818435
Hyderabad,Madhapur,Builder Floor,1200,2,2,2020,4,7,11235175
Chennai,OMR,Builder Floor,1157,2,2,2014,10,5,10813932
Chennai,Medavakkam,Builder Floor,1114,2,1,2010,14,8,10426340
Chennai,Velachery,Builder Floor,1865,2,1,2023,1,3,16020639
Hyderabad,Jubilee Hills,Apartment,2493,3,2,2021,3,8,21748995
Bangalore,Marathahalli,Penthouse,1037,1,1,2021,3,8,10274836
Pune,Baner,Villa,2542,3,3,2015,9,7,28669923
Chennai,Medavakkam,Villa,3683,3,3,2018,6,7,47786576
Hyderabad,Banjara Hills,Villa,3766,3,2,2014,10,5,39313179
Delhi,Lajpat Nagar,Builder Floor,2839,2,2,2010,14,3,31850798
Chennai,Porur,Independent House,2097,3,3,2012,12,3,20798805
Bangalore,Indiranagar,Studio,773,1,1,2022,2,3,7555080
Pune,Wakad,Independent House,2101,3,2,2019,5,1,14600310
Chennai,Anna Nagar,Villa,2079,3,2,2015,9,2,21510896
Hyderabad,Banjara Hills,Studio,736,1,1,2013,11,8,4408531
Delhi,Lajpat Nagar,Independent House,2799,2,2,2021,3,7,35756218
Pune,Viman Nagar,Builder Floor,1106,3,2,2015,9,8,9314454
Bangalore,Indiranagar,Penthouse,2892,4,3,2019,5,5,28196521
Hyderabad,Hitech City,Independent House,1440,3,3,2018,6,7,11061758
